# my set
2.575325867788992307e-01	-7.187814126971437956e-01	1.000000000000000000e+00
2.578996567748454427e-01	6.187400850325441848e-01	1.000000000000000000e+00
-8.465803270890677190e-01	7.531512625998424415e-01	0.000000000000000000e+00
-1.216150612300912898e-01	-1.916217744938638334e-01	1.000000000000000000e+00
-8.311876759991477792e-01	1.304620077552802515e+00	0.000000000000000000e+00
7.157565171823210282e-01	1.308699274091990938e+00	0.000000000000000000e+00
1.418522428877972530e+00	8.390560287823716212e-01	0.000000000000000000e+00
2.450573663484379161e-01	4.081831120998657969e-01	1.000000000000000000e+00
3.761017006234915194e-01	-1.026198988176878046e+00	0.000000000000000000e+00
4.157652520685127806e-01	-1.852698491698065442e-01	1.000000000000000000e+00
-1.149075233230686832e+00	-5.385282929425926346e-01	0.000000000000000000e+00
9.971978579863355341e-01	8.681509406213422375e-01	0.000000000000000000e+00
-1.860676941137377804e+00	-7.052422725870238773e-02	0.000000000000000000e+00
6.486031209773271966e-01	-7.187356278719334024e-02	1.000000000000000000e+00
5.751045008914629220e-01	1.195300998368628687e+00	0.000000000000000000e+00
-1.645597525046801124e+00	-2.395609814757405087e-01	0.000000000000000000e+00
5.641735506316856302e-02	-6.153716820490925388e-01	1.000000000000000000e+00
9.630514654035957078e-03	-8.522847139725722165e-01	1.000000000000000000e+00
1.011618369667378392e+00	-2.219358665940575626e-01	0.000000000000000000e+00
5.446715599638012328e-01	-9.208541391901096107e-01	0.000000000000000000e+00
-1.238533117496910085e+00	-1.622892959149966480e-02	0.000000000000000000e+00
-1.956012343318993263e-01	-1.197789393758072141e+00	0.000000000000000000e+00
-1.135812435571736723e+00	-7.026533304137581037e-01	0.000000000000000000e+00
-4.329041507125378496e-01	2.085308263565900155e+00	0.000000000000000000e+00
-6.730469837271445543e-01	-2.548432334023554291e-01	1.000000000000000000e+00
-4.425371645586075320e-01	-1.493814929612227449e-01	1.000000000000000000e+00
1.561465384085300168e-01	-1.013252027276013711e+00	0.000000000000000000e+00
8.903008049374803168e-01	-8.697144727549427357e-01	0.000000000000000000e+00
-1.209254551826930646e+00	2.334531601818109481e-01	0.000000000000000000e+00
2.320582117902676156e-01	1.827440013999157009e-01	1.000000000000000000e+00
-1.205900152495110067e+00	7.628551585109107913e-01	0.000000000000000000e+00
1.835667167376798525e-01	-8.438413962100048682e-01	1.000000000000000000e+00
1.372682455767654797e-01	-3.604271306690123855e-01	1.000000000000000000e+00
1.080187117484049830e+00	-6.115885840470306478e-01	0.000000000000000000e+00
-1.431589168879017437e+00	-1.036117449252557332e+00	0.000000000000000000e+00
-8.557535267197177165e-01	9.202680948916321935e-01	0.000000000000000000e+00
5.406429761140519874e-01	-7.750976748177282882e-01	1.000000000000000000e+00
1.243629198603768138e-01	1.285721749001767389e+00	0.000000000000000000e+00
3.936944604502189415e-01	-2.816011222885400067e-01	1.000000000000000000e+00
3.431853616301294013e-02	-5.090621019875432030e-01	1.000000000000000000e+00
