# my set
-4.781510732008082409e-01	5.939799743537312882e-01	1.000000000000000000e+00
1.607463326520652158e+00	-4.158039491075024574e-01	1.000000000000000000e+00
6.115424311990842465e-01	-7.122016974562405123e-01	1.000000000000000000e+00
-9.714149672097972810e-02	-1.165040901998439127e+00	0.000000000000000000e+00
-1.383155732418094530e+00	-1.497239058915421861e+00	0.000000000000000000e+00
-4.890647979145475444e-01	3.316057741790796182e-02	1.000000000000000000e+00
1.475065237214089331e-01	1.334560657565094122e+00	0.000000000000000000e+00
-7.944120185567959957e-01	-3.718507056962808144e-01	1.000000000000000000e+00
6.679558060878773018e-01	3.287831687154598725e-01	1.000000000000000000e+00
-1.977237010279564444e-01	1.016268539183984743e+00	0.000000000000000000e+00
-5.619659307158315631e-01	4.392088448736466977e-02	1.000000000000000000e+00
5.740295293278945277e-01	-9.057911470376952545e-01	1.000000000000000000e+00
6.682607735400959703e-02	-1.458509768095227199e-01	1.000000000000000000e+00
1.819290437454638698e-01	-8.633092193727825991e-02	1.000000000000000000e+00
-1.746485106281874033e+00	-9.415878249944664713e-01	1.000000000000000000e+00
2.822239849466193773e-01	-3.317374833397612743e-01	1.000000000000000000e+00
1.483027652619950842e+00	1.529543820252369013e+00	0.000000000000000000e+00
-1.150171596824169473e+00	-5.341093728685478714e-01	1.000000000000000000e+00
5.057124746274880289e-01	3.334035357981316450e-01	1.000000000000000000e+00
-8.286755129452635926e-02	-5.299851496357514957e-01	1.000000000000000000e+00
1.099811584869085257e+00	2.268511655213972800e-02	1.000000000000000000e+00
-2.267439058674157071e+00	7.718487876260006209e-01	1.000000000000000000e+00
-3.239268857290871773e-01	-7.548927867878508779e-01	1.000000000000000000e+00
-3.346718696347433103e-02	3.216940517871320626e-01	1.000000000000000000e+00
-6.311783421376593317e-02	8.161813484960013243e-01	1.000000000000000000e+00
8.481389531734373488e-01	8.780540329318584636e-01	1.000000000000000000e+00
5.306887527222300394e-01	-7.627047877645400931e-01	1.000000000000000000e+00
1.150079667868578071e+00	1.427007065875438130e+00	0.000000000000000000e+00
4.304899030138181759e-01	-8.033634605661224004e-01	1.000000000000000000e+00
1.404400391267832671e+00	9.374133027911187854e-01	1.000000000000000000e+00
1.178478164500900371e+00	1.394500558648019028e+00	0.000000000000000000e+00
-1.044901649040267611e+00	-1.341612253808682098e+00	0.000000000000000000e+00
-3.115181914982645850e+00	-2.318365768476390087e+00	0.000000000000000000e+00
-9.125646949123968898e-01	-1.734787981728183881e-01	1.000000000000000000e+00
1.024873894958689080e+00	-1.000409702067687645e+00	0.000000000000000000e+00
4.507028820538730440e-01	-5.086984709005256539e-02	1.000000000000000000e+00
-2.672320694428738097e-01	-8.686018269730377828e-01	1.000000000000000000e+00
2.146584386056109017e-01	-2.615796107878702870e-01	1.000000000000000000e+00
-1.617974811286276626e+00	1.269729556861669328e+00	0.000000000000000000e+00
1.930188135754009604e-01	1.510154761121700107e+00	0.000000000000000000e+00
